URL,Cache | L1 Cache,Cache | L2 Cache,Cache | L3 Cache,Clock | Base Clock,Clock | Turbo Clock,Clock | Unlocked Multiplier,Cooling | 120mm Fans,Cooling | 120mm Radiator Support,Cooling | 140mm Fans,Cooling | 140mm Radiator Support,Cooling | 200mm Fans,Cooling | 240mm Radiator Support,Cooling | 280mm Radiator Support,Cooling | 360mm Radiator Support,Cooling | 80mm Fans,Cooling | Supported CPU cooler height,Core Characteristics | Panel,Core Characteristics | Refresh Rate,Core Characteristics | Resolution,Core Characteristics | Response Time,Core Characteristics | Size,Core | Cache,Core | Chipset,Core | Clock,Core | Controller,Core | Efficiency Rating,Core | Form Factor,Core | Height,Core | NAND,Core | PCI-E cables 6-pin,Core | PCI-E cables 8-pin,Core | Protocol,Core | RPM,Core | Radiator,Core | Ram Type,Core | Size,Core | Socket,Core | Sticks,Core | Supported Sockets,Core | TDP,Core | Timings,Core | Unlocked,Core | Watt,Cores | Cores,Cores | Threads,Dimensions | 6-pin connectors,Dimensions | 8-pin connectors,Dimensions | Depth,Dimensions | Height,Dimensions | Length,Dimensions | Motherboard,Dimensions | Power Supply,Dimensions | Slots,Dimensions | Supported GPU length,Dimensions | Width,"Disks | 2.5""","Disks | 2.5""/3.5""","Disks | 3.5""","Disks | 5.25""",Display Connectors | DVI,Display Connectors | Display Port,Display Connectors | DisplayPort,Display Connectors | HDMI,Display Connectors | VGA,Extension Cards | PCI-E 3.0 x1,Extension Cards | PCI-E 3.0 x16,Extension Cards | PCI-E 3.0 x4,Extension Cards | PCI-E 3.0 x8,Extension Cards | PCI-E 4.0 x1,Extension Cards | PCI-E 4.0 x16,Extension Cards | PCI-E 4.0 x4,Extension Cards | PCI-E 4.0 x8,Fans | 120mm Fans,Fans | 140mm Fans,Fans | 200mm Fans,Fans | 80mm Fans,Fans | 92mm Fans,Fans | Support additional Fan,Memory | Memory Capacity,Memory | Memory Type,Memory | Ramslots,Memory | Supported Ramspeeds,Misc | Adjustable Height,Misc | Cable Management,Misc | Color,Misc | Curved,Misc | Dust Filters,Misc | Integrated graphics,Misc | Noise Isolation,Misc | Notices,Misc | Product Page,Misc | Socket,Misc | Speakers,Misc | Sync,Misc | TDP,Misc | Wifi,Misc | Window,Model Info | EAN,Model Info | MPN,Model Info | Producer,Model Info | UPC,Model Info | Year,Performance | Boost Clock,Performance | Memory Clock,Performance | Vram,Peripherals | USB 3 Headers,Peripherals | USB 3 Slots,Peripherals | USB 3 Type-C,Storage | M.2 (PCI-E 3.0),Storage | M.2 (PCI-E 4.0),Storage | SATA
"https://www.pc-kombo.com/us/product/case/4718466011794_Lian Li LANCOOL III E-ATX, Midi-Tower, RGB - schwarz",,,,,,,0/10,0,4/9,0,0/0,0,0,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526 mm,523 mm,,E-ATX,ATX,,420 mm,238 mm,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4718466011794,Lancool III RGB Black,Lian Li,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/4718466011800_Lian Li LANCOOL III E-ATX, Midi-Tower, RGB - weiß",,,,,,,0/10,0,4/9,0,0/0,0,0,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526 mm,523 mm,,E-ATX,ATX,,420 mm,238 mm,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4718466011800,Lancool III RGB White,Lian Li,840353068681,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/5060301695058_NZXT H510 Midi-Tower, TG - schwarz Window",,,,,,,2/4,1,0/2,0,0/0,0,1,0,0/0,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428 mm,460 mm,,ATX,ATX,,381 mm,210 mm,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,5060301695058,CA-H510B-B1,NZXT,815671014757,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/5060301695072_NZXT H510 Midi-Tower, TG - schwarz_rot Window",,,,,,,2/4,1,0/2,0,0/0,0,1,0,0/0,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428 mm,460 mm,,ATX,ATX,,381 mm,210 mm,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,5060301695072,CA-H510B-BR,NZXT,815671014771,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/5060301695065_NZXT H510 Midi-Tower, TG - weiß Window",,,,,,,2/4,1,0/2,0,0/0,0,1,0,0/0,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428 mm,460 mm,,ATX,ATX,,381 mm,210 mm,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,5060301695065,CA-H510B-W1,NZXT,815671014764,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/5060301693856_NZXT H700i Midi-Tower - schwarz_rot Window,,,,,,,3/7,1,0/5,1,0/0,0,2,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494 mm,516 mm,,ATX,ATX,,413 mm,230 mm,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,5060301693856,CA-H700W-BR,NZXT,815671013545,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302513_PHANTEKS Eclipse G360A Midi-Tower, Tempered Glass, ARGB - schwarz",,,,,,,3/7,1,0/4,0,0/0,0,1,2,0/0,162 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455 mm,465 mm,,E-ATX,ATX,,400 mm,200 mm,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523302513,PH-EC360ATG_DBK02,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302520_PHANTEKS Eclipse G360A Midi-Tower, Tempered Glass, ARGB - weiß",,,,,,,3/7,1,0/4,0,0/0,0,1,2,0/0,162 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455 mm,465 mm,,E-ATX,ATX,,400 mm,200 mm,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523302520,PH-EC360ATG_DMW02,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302629_PHANTEKS Eclipse G500A D-RGB Midi-Tower, Tempered Glass - matt weiß",,,,,,,0/7,1,3/7,0,0/0,0,1,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 mm,515 mm,,E-ATX,ATX,,435 mm,240 mm,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523302629,PH-EC500GA_DMW01A,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302612_PHANTEKS Eclipse G500A D-RGB Midi-Tower, Tempered Glass - schwarz",,,,,,,0/7,1,3/7,0,0/0,0,1,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 mm,515 mm,,E-ATX,ATX,,435 mm,240 mm,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523302612,PH-EC500GA_DBK01A,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302667_PHANTEKS Eclipse G500A Midi-Tower, Tempered Glass - schwarz",,,,,,,0/7,1,4/7,0,0/0,0,1,2,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 mm,515 mm,,E-ATX,ATX,,435 mm,240 mm,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523302667,PH-EC500GA_BBK01,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302124_PHANTEKS Eclipse P360A Midi-Tower, Tempered Glass, D-RGB - schwarz",,,,,,,2/5,0,0/4,0,0/0,1,1,0,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465 mm,455 mm,,E-ATX,ATX,,400 mm,200 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523302124,PH-EC360ATG_DBK01,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523302131_PHANTEKS Eclipse P360A Midi-Tower, Tempered Glass, D-RGB - weiß",,,,,,,2/5,0,0/4,0,0/0,1,1,0,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465 mm,455 mm,,E-ATX,ATX,,400 mm,200 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523302131,PH-EC360ATG_DWT01,PHANTEKS,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/0886523300755_PHANTEKS Eclipse P400 Midi-Tower - schwarz Window,,,,,,,2/6,,0/4,,0/0,,,,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,495 mm,,E-ATX,ATX,,395 mm,210 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523300755,PH-EC416P_BK,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523301653_PHANTEKS Eclipse P400A Midi-Tower, Tempered Glass - schwarz",,,,,,,2/6,1,0/4,0,0/0,0,0,1,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,465 mm,,E-ATX,ATX,,420 mm,210 mm,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523301653,PH-EC400ATG_BK01,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523301646_PHANTEKS Eclipse P400A Midi-Tower, Tempered Glass, DRGB - schwarz",,,,,,,3/6,1,0/4,0,0/0,0,0,1,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,465 mm,,E-ATX,ATX,,420 mm,210 mm,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523301646,PH-EC400ATG_DBK01,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523301660_PHANTEKS Eclipse P400A Midi-Tower, Tempered Glass, DRGB - weiß",,,,,,,3/6,1,0/4,0,0/0,0,0,1,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,465 mm,,E-ATX,ATX,,420 mm,210 mm,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523301660,PH-EC400ATG_DWT01,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523300908_PHANTEKS Eclipse P400S Midi-Tower, anthrazit - gedämmt",,,,,,,2/6,1,0/4,0,0/0,0,1,1,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,495 mm,,E-ATX,ATX,,395 mm,210 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523300908,PH-EC416PSC_AG,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523300854_PHANTEKS Eclipse P400S Midi-Tower, schwarz - gedämmt",,,,,,,2/6,1,0/4,0,0/0,0,1,1,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470 mm,495 mm,,E-ATX,ATX,,395 mm,210 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523300854,PH-EC416PSC_BK,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523300915_PHANTEKS Enthoo Evolv ATX Midi-Tower, Tempered Glass - schwarz",,,,,,,0/7,0,3/5,0,0/0,0,2,2,0/0,194 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510 mm,495 mm,,E-ATX,ATX,,420 mm,235 mm,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523300915,PH-ES515ETG_BK,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523300939_PHANTEKS Enthoo Evolv ATX Midi-Tower, Tempered Glass - silber",,,,,,,0/7,0,3/5,0,0/0,0,2,2,0/0,194 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510 mm,495 mm,,E-ATX,ATX,,420 mm,235 mm,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523300939,PH-ES515ETG_GS,PHANTEKS,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/0886523300014_PHANTEKS Enthoo Primo Big-Tower, blaue LED - schwarz",,,,,,,0/13,0,5/11,1,0/0,2,2,0,0/0,207 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 mm,650 mm,,E-ATX,ATX,,515 mm,250 mm,12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,0886523300014,PH-ES813P_BL,PHANTEKS,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/0886523303091_PHANTEKS XT Pro Tempered Glass Windows - schwarz,,,,,,,1/10,1,0/6,0,0/0,1,0,1,0/0,184 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 mm,500 mm,,E-ATX,ATX,,415 mm,230 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,0886523303091,PH-XT523P1_BK01,PHANTEKS,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/4715109921144_Raijintek STYX Micro-ATX - weiß,,,,,,,1/4,,0/0,,0/0,,,,0/0,180 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 mm,335 mm,,Micro-ATX,ATX,,280 mm,210 mm,6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,4715109921144,0R200038,RAIJINTEK,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/4710679814827_Silverstone Fara H1M Pro Micro-ATX, Tempered Glass - weiß",,,,,,,3/5,2,0/2,0,0/0,1,0,0,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366 mm,392 mm,,Micro-ATX,ATX,,320 mm,210 mm,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4710679814827,SST-FAH1MW-PRO,Silverstone,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/4710007229859_Silverstone Fara R1 Midi-Tower - weiß,,,,,,,1/6,0,0/4,0,0/0,1,1,0,0/0,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390 mm,446 mm,,ATX,ATX,,322 mm,207 mm,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,4710007229859,SST-FAR1W,Silverstone,,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/4710007229866_Silverstone Fara R1 Midi-Tower, Tempered Glass - weiß",,,,,,,1/6,0,0/4,0,0/0,1,1,0,0/0,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390 mm,446 mm,,ATX,ATX,,322 mm,207 mm,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4710007229866,SST-FAR1W-G,Silverstone,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/4710007220214_Silverstone SST-PS08W Precision Midi-Tower - weiß,,,,,,,1/1,,0/0,,0/0,,,,0/2,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 mm,355 mm,,Micro-ATX,ATX,,358 mm,168 mm,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,4710007220214,SST-PS08W USB 3.0,Silverstone,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/4710007224274_Silverstone SST-RL06WS-PRO Redline Midi-Tower - weiß_silber Window,,,,,,,4/6,3,0/3,1,0/0,2,,,0/0,158 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455 mm,477 mm,,ATX,ATX,,348 mm,200 mm,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4710007224274,SST-RL06WS-PRO,Silverstone,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/4710007221150_Silverstone SST-RVZ01B Raven Z Mini-ITX - schwarz,,,,,,,2/3,0,0/0,0,0/0,0,0,0,0/0,83 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 mm,105 mm,,Mini-ITX,SFX,,330 mm,382 mm,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,4710007221150,SST-RVZ01B,Silverstone,844761011154,,,,,,,,,,
"https://www.pc-kombo.com/us/product/case/4717964407962_Thermaltake Core P7, Tempered Glass - schwarz",,,,,,,0/12,0,0/9,0,0/0,0,0,0,0/0,180 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333 mm,608 mm,,E-ATX,ATX,,280 mm,570 mm,7,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,4717964407962,CA-1I2-00F1WN-00,Thermaltake,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418989964_1STPLAYER 1st Player DK D3-A Black Micro ATX Case,,,,,,,0/4,0,0/0,0,0/0,0,0,0,0/0,190 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338 mm,447 mm,,ATX,,,340 mm,192 mm,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418989964,D3-A-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6931630202837_1STPLAYER B5-M computer case,,,,,,,0/5,0,0/0,0,0/0,0,0,0,0/0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310 mm,375 mm,,Micro-ATX,,,mm,200 mm,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6931630202837,B5-M,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6931630202790_1STPLAYER D3-A-WH computer case,,,,,,,0/4,0,0/0,0,0/0,0,0,0,0/0,190 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338 mm,447 mm,,ATX,,,340 mm,192 mm,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6931630202790,D3-A-WH,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418980718_1STPLAYER F3-A-BK computer case,,,,,,,0/6,0,0/0,0,0/0,1,0,0,0/0,160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380 mm,450 mm,,ATX,,,305 mm,190 mm,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418980718,F3-A-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418984839_1STPLAYER MV5-TP-BK computer case,,,,,,,0/5,0,0/0,0,0/0,1,0,0,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377 mm,360 mm,,Micro-ATX,,,330 mm,282 mm,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418984839,MV5-TP-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418987014_1STPLAYER RT5-BK computer case,,,,,,,0/3,0,0/0,0,0/0,1,0,0,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 mm,380 mm,,Micro-ATX,,,330 mm,280 mm,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418987014,RT5-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418987021_1STPLAYER RT5-WH computer case,,,,,,,0/3,0,0/0,0,0/0,1,0,0,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 mm,380 mm,,Micro-ATX,,,330 mm,280 mm,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418987021,RT5-WH,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418987052_1STPLAYER RT7-BK computer case,,,,,,,0/4,0,0/0,0,0/0,1,0,0,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443 mm,440 mm,,ATX,,,400 mm,280 mm,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418987052,RT7-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418985805_1STPLAYER T7-P-BK computer case,,,,,,,0/6,0,0/0,0,0/0,1,0,0,0/0,185 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 mm,440 mm,,ATX,,,340 mm,235 mm,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418985805,T7-P-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418985607_1STPLAYER UV6-BK computer case,,,,,,,0/3,0,0/0,0,0/0,0,0,1,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453 mm,377 mm,,Micro-ATX,,,400 mm,280 mm,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418985607,UV6-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418985645_1STPLAYER UV6-WH computer case,,,,,,,0/3,0,0/0,0,0/0,0,0,1,0/0,157 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453 mm,377 mm,,Micro-ATX,,,400 mm,280 mm,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418985645,UV6-WH,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974418980664_1STPLAYER X4-M-BK computer case,,,,,,,0/6,0,0/0,0,0/0,1,0,0,0/0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 mm,423 mm,,Micro-ATX,,,mm,210 mm,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,No,6974418980664,X4-M-BK,1STPLAYER,,,,,,,,,,,
https://www.pc-kombo.com/us/product/case/6974560222995_ABYSM Danube Inva MX202,,,,,,,0/124,0,0/0,0,0/0,2,2,0,0/0,180 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390 mm,390 mm,,Micro-ATX,ATX,,330 mm,230 mm,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,No,SpecsIcecat (http://icecat.biz/) | AS IS Disclaimer (https://www.pc-kombo.com/asis),,,,,,,Yes,6974560222995,AB123011,ABYSM,,,,,,,,,,,
